,id,city,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,has_den,last_update,is_active,activation_date
62,549039,Calgary,Ambleton,51.192856451698,-114.060682880359,/ab/calgary/rentals/basement/1-bedroom/ambleton/furnished/549039,Basement,1650,1,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
63,552286,Calgary,Ambleton,51.1837817,-114.1135354,/ab/calgary/rentals/house/5-bedrooms/ambleton/pet-friendly/552286,House,3995,5,,3.5,True,True,True,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
64,552283,Calgary,Ambleton,51.1848469,-114.1143203,/ab/calgary/rentals/house/3-bedrooms/ambleton/pet-friendly/552283,House,2990,3,,2.5,True,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
65,552150,Calgary,Ambleton,51.1861093,-114.1123928,/ab/calgary/rentals/basement/2-bedrooms/ambleton/non-smoking/552150,Basement,1599,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
66,552149,Calgary,Ambleton,51.1861093,-114.1123928,/ab/calgary/rentals/main-floor/4-bedrooms/ambleton/non-smoking/552149,Main Floor,2699,4,,3.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
67,549650,Calgary,Ambleton,51.186299,-114.1118976,/ab/calgary/rentals/basement/2-bedrooms/ambleton/non-smoking/549650,Basement,1600,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
68,549114,Calgary,Ambleton,51.1858854,-114.1108979,/ab/calgary/rentals/basement/1-bedroom/ambleton/pet-friendly/549114,Basement,1350,1,,1.0,True,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
69,549444,Calgary,Ambleton,51.1837812,-114.1136214,/ab/calgary/rentals/house/3-bedrooms/ambleton/non-smoking/549444,House,3000,3,,2.5,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
70,534825,Calgary,Ambleton,51.1853004,-114.1137123,/ab/calgary/rentals/basement/2-bedrooms/ambleton/non-smoking/534825,Basement,1600,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
71,551070,Calgary,Ambleton,51.1850619976,-114.114406130688,/ab/calgary/rentals/basement/2-bedrooms/ambleton/non-smoking/551070,Basement,1700,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
72,543638,Calgary,Ambleton,51.184325,-114.1101007,/ab/calgary/rentals/house/3-bedrooms/ambleton/non-smoking/543638,House,2350,3,,2.5,False,False,True,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
73,547407,Calgary,Ambleton,51.1850561,-114.1075,/ab/calgary/rentals/house/3-bedrooms/ambleton/non-smoking/547407,House,2900,3,,2.5,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
74,547974,Calgary,Ambleton,51.1845291,-114.1111793,/ab/calgary/rentals/basement/2-bedrooms/ambleton/non-smoking/547974,Basement,1500,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
75,549891,Calgary,Ambleton,51.1853005,-114.1136244,/ab/calgary/rentals/basement/2-bedrooms/ambleton/non-smoking/549891,Basement,1800,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
76,544990,Calgary,Ambleton,51.1861157,-114.1098215,/ab/calgary/rentals/townhouse/1-bedroom/ambleton/pet-friendly/544990,Townhouse,1737,1,,1.0,True,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
77,545681,Calgary,Ambleton,51.1846,-114.1113813,/ab/calgary/rentals/main-floor/4-bedrooms/ambleton/non-smoking/545681,Main Floor,2800,4,,3.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
78,546399,Calgary,Ambleton,51.1861093,-114.1123928,/ab/calgary/rentals/basement/2-bedrooms/ambleton/furnished/546399,Basement,1699,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
79,541508,Calgary,Ambleton,51.1861093,-114.1123739,/ab/calgary/rentals/apartment/1-bedroom/ambleton/pet-friendly/541508,Apartment,1800,1,,1.0,True,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
80,551512,Calgary,Ambleton,51.1852869,-114.1130682,/ab/calgary/rentals/basement/2-bedrooms/ambleton/non-smoking/551512,Basement,1900,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
81,551765,Calgary,Ambleton,51.183715028725,-114.113302917773,/ab/calgary/rentals/basement/1-bedroom/ambleton/non-smoking/551765,Basement,1450,1,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
82,551899,Calgary,Ambleton,51.1854405,-114.1111702,/ab/calgary/rentals/basement/2-bedrooms/ambleton/pet-friendly/551899,Basement,1800,2,,1.0,False,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
83,509583,Calgary,Ambleton,51.18371,-114.10946,/ab/calgary/rentals/basement/2-bedrooms/ambleton/non-smoking/509583,Basement,1800,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
84,548672,Calgary,Ambleton,51.1861093,-114.1123928,/ab/calgary/rentals/basement/1-bedroom/ambleton/non-smoking/548672,Basement,1650,1,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
85,552682,Calgary,Ambleton,51.1843436,-114.1082302,/ab/calgary/rentals/basement/2-bedrooms/ambleton/non-smoking/552682,Basement,1800,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
86,548844,Calgary,Ambleton,51.1861093,-114.1123928,/ab/calgary/rentals/house/3-bedrooms/ambleton/non-smoking/548844,House,2300,3,,2.5,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
