,id,city,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,has_den,last_update,is_active,activation_date
80,144883,Calgary,Applewood,51.0493129,-113.9257569,/ab/calgary/rentals/shared/1-bedroom/applewood/short-term/144883,Room For Rent,650,1,,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
81,522513,Calgary,Applewood,51.0391123,-113.9298401,/ab/calgary/rentals/condo/1-bedroom/applewood/furnished/522513,Condo Unit,1450,1,400,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
82,564510,Calgary,Applewood,51.0499476,-113.926092,/ab/calgary/rentals/basement/2-bedrooms/applewood/non-smoking/564510,Basement,1650,2,,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
83,140425,Calgary,Applewood,51.042659,-113.924984,/ab/calgary/rentals/house/5-bedrooms/applewood/non-smoking/140425,House,3000,5,1571,3.5,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
84,479453,Calgary,Applewood,51.03922335501,-113.92842587564,/ab/calgary/rentals/apartment/1-bedroom/applewood/pet-friendly/479453,Apartment,1650,1,576,1.0,True,True,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
85,327410,Calgary,Applewood,51.0385945,-113.9333122,/ab/calgary/rentals/apartment/1-bedroom/applewood/non-smoking/327410,Apartment,1450,1,,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
86,22695,Calgary,Applewood,51.0390473,-113.933347,/ab/calgary/rentals/condo/2-bedrooms/applewood/pet-friendly/22695,Condo Unit,1600,2,808,2.0,True,True,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
87,329389,Calgary,Applewood,51.038518,-113.934408,/ab/calgary/rentals/apartment/2-bedrooms/applewood/non-smoking/329389,Apartment,1975,2,,2.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
88,524088,Calgary,Applewood,51.0390408,-113.9334089,/ab/calgary/rentals/condo/2-bedrooms/applewood/non-smoking/524088,Condo Unit,2400,2,778,2.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
90,565758,Calgary,Arbour Lake,51.1285074,-114.2137223,/ab/calgary/rentals/house/4-bedrooms/arbour-lake/furnished/565758,House,3200,4,2050,2.5,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
91,501837,Calgary,Arbour Lake,51.1350051,-114.219206,/ab/calgary/rentals/basement/1-bedroom/arbour-lake/non-smoking/501837,Basement,1300,1,823,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
92,565608,Calgary,Arbour Lake,51.1286095,-114.2138988,/ab/calgary/rentals/townhouse/1-bedroom/arbour-lake/pet-friendly/565608,Townhouse,1750,1,,1.0,True,True,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
93,566376,Calgary,Arbour Lake,51.1286057,-114.2138921,/ab/calgary/rentals/townhouse/3-bedrooms/arbour-lake/non-smoking/566376,Townhouse,2795,3,1250,2.5,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
94,460890,Calgary,Arbour Lake,51.1369046,-114.187405,/ab/calgary/rentals/basement/1-bedroom/arbour-lake/furnished/460890,Basement,1400,1,,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
95,542972,Calgary,Arbour Lake,51.1382048,-114.1874623,/ab/calgary/rentals/basement/2-bedrooms/arbour-lake/furnished/542972,Basement,1700,2,1200,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
96,523618,Calgary,Arbour Lake,51.131913,-114.2126996,/ab/calgary/rentals/basement/2-bedrooms/arbour-lake/non-smoking/523618,Basement,1500,2,625,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
97,483772,Calgary,Arbour Lake,51.1408913,-114.1894428,/ab/calgary/rentals/house/4-bedrooms/arbour-lake/non-smoking/483772,House,2700,4,1550,3.5,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
98,73420,Calgary,Arbour Lake,51.127161,-114.208931,/ab/calgary/rentals/condo/2-bedrooms/arbour-lake/furnished/73420,Condo Unit,2400,2,958,2.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
99,567781,Calgary,Aspen Woods,51.0322721,-114.2121805,/ab/calgary/rentals/condo/1-bedroom/aspen-woods/non-smoking/567781,Condo Unit,1875,1,650,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
100,315223,Calgary,Aspen Woods,51.04129,-114.20357,/ab/calgary/rentals/basement/1-bedroom/aspen-woods/non-smoking/315223,Basement,1700,1,800,1.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
101,558258,Calgary,Aspen Woods,51.0389061,-114.216173,/ab/calgary/rentals/apartment/2-bedrooms/aspen-woods/non-smoking/558258,Apartment,2550,2,1258,2.5,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
102,518195,Calgary,Aspen Woods,51.0356667,-114.2106396,/ab/calgary/rentals/townhouse/2-bedrooms/aspen-woods/non-smoking/518195,Townhouse,2400,2,,2.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
103,445677,Calgary,Aspen Woods,51.047066,-114.2200421,/ab/calgary/rentals/townhouse/3-bedrooms/aspen-woods/non-smoking/445677,Townhouse,2850,3,1618,3.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
104,437861,Calgary,Aspen Woods,51.0389061,-114.216173,/ab/calgary/rentals/condo/2-bedrooms/aspen-woods/non-smoking/437861,Condo Unit,2400,2,1293,2.5,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
105,553136,Calgary,Aspen Woods,51.0414047,-114.2213367,/ab/calgary/rentals/townhouse/2-bedrooms/aspen-woods/non-smoking/553136,Townhouse,2700,2,1100,2.5,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
106,552392,Calgary,Aspen Woods,51.034808845068,-114.210246056344,/ab/calgary/rentals/townhouse/2-bedrooms/aspen-woods/pet-friendly/552392,Townhouse,2350,2,1000,2.0,True,True,True,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
107,458206,Calgary,Aspen Woods,51.03844,-114.1904352,/ab/calgary/rentals/townhouse/3-bedrooms/aspen-woods/non-smoking/458206,Townhouse,4500,3,2900,3.5,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
108,398318,Calgary,Aspen Woods,51.0386736,-114.2141431,/ab/calgary/rentals/condo/2-bedrooms/aspen-woods/non-smoking/398318,Condo Unit,2300,2,,2.0,False,False,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
109,567841,Calgary,Aspen Woods,51.0489412,-114.2197161,/ab/calgary/rentals/house/4-bedrooms/aspen-woods/pet-friendly/567841,House,5900,4,3029,3.5,True,True,True,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
110,144695,Calgary,Aspen Woods,51.04363,-114.2164536,/ab/calgary/rentals/house/4-bedrooms/aspen-woods/pet-friendly/144695,House,4500,4,3500,3.5,True,True,False,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
111,505368,Calgary,Aspen Woods,51.0504544,-114.2168831,/ab/calgary/rentals/house/3-bedrooms/aspen-woods/pet-friendly/505368,House,4995,3,2550,3.0,False,True,True,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
112,419589,Calgary,Aspen Woods,51.051959813673,-114.217026650293,/ab/calgary/rentals/house/5-bedrooms/aspen-woods/pet-friendly/419589,House,6850,5,3700,3.5,True,True,True,2024-05-07 10:48:27.080461,True,2024-05-07 10:48:27.201137
