,id,city,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs
2217,556328,Calgary,Martindale,51.1226189,-113.9557828,/ab/calgary/rentals/main-floor/3-bedrooms/martindale/non-smoking/556328,Main Floor,1999,3,1000,1.5,0.0,0.0
2218,553347,Calgary,Martindale,51.1180411,-113.9647426,/ab/calgary/rentals/main-floor/3-bedrooms/martindale/non-smoking/553347,Main Floor,2300,3,1050,1,0.0,0.0
2219,519232,Calgary,Martindale,51.1216271,-113.9684725,/ab/calgary/rentals/duplex/4-bedrooms/martindale/pet-friendly/519232,Duplex,2700,4,2000,2.5,2.0,2.0
2220,125762,Calgary,Martindale,51.1114805,-113.9580927,/ab/calgary/rentals/basement/2-bedrooms/martindale/pet-friendly/125762,Basement,1475,2,1000,1,2.0,0.0
2221,533953,Calgary,Martindale,51.1186845,-113.9530995,/ab/calgary/rentals/house/3-bedrooms/martindale/non-smoking/533953,House,2510,3,"1,333.00",2.5,0.0,0.0
2222,128915,Calgary,Martindale,51.119428,-113.955864,/ab/calgary/rentals/house/4-bedrooms/martindale/pet-friendly/128915,House,2300,4,,2.5,2.0,2.0
2223,559381,Calgary,Mayfair,50.9964019,-114.0909998,/ab/calgary/rentals/house/4-bedrooms/mayfair/non-smoking/559381,House,6000,4+den,3500,3,0.0,0.0
2224,537225,Calgary,Mayfair,50.9961943,-114.0874029,/ab/calgary/rentals/house/4-bedrooms/mayfair/furnished/537225,House,5900,4,2600,4,0.0,0.0
2225,549220,Calgary,Mayland Heights,51.0620868,-114.0051767,/ab/calgary/rentals/main-floor/3-bedrooms/mayland-heights/non-smoking/549220,Main Floor,1950,3,,1,0.0,0.0
2226,558209,Calgary,Mayland Heights,51.0613797,-114.0050975,/ab/calgary/rentals/main-floor/2-bedrooms/mayland-heights/non-smoking/558209,Main Floor,1750,2,,1,0.0,0.0
2227,555247,Calgary,Mayland Heights,51.0618899,-114.0206932,/ab/calgary/rentals/house/2-bedrooms/mayland-heights/non-smoking/555247,House,1750,2,900,1,0.0,0.0
2228,360027,Calgary,Mayland Heights,51.0651318,-114.0215904,/ab/calgary/rentals/basement/2-bedrooms/mayland-heights/non-smoking/360027,Basement,1400,2,,1,0.0,0.0
2229,557191,Calgary,Mayland Heights,51.0623177,-114.0207183,/ab/calgary/rentals/main-floor/3-bedrooms/mayland-heights/pet-friendly/557191,Main Floor,2150,3,1000,2,2.0,2.0
2230,552425,Calgary,Mayland Heights,51.0684719,-114.0428037,/ab/calgary/rentals/shared/3-bedrooms/mayland-heights/pet-friendly/552425,Room For Rent,825,3+den,,2,2.0,0.0
2231,130556,Calgary,Mayland Heights,51.0569491,-114.0098094,/ab/calgary/rentals/basement/2-bedrooms/mayland-heights/pet-friendly/130556,Basement,1495,2,1200,1,2.0,2.0
2232,558660,Calgary,Mayland Heights,51.0638562,-114.0058675,/ab/calgary/rentals/apartment/3-bedrooms/mayland-heights/558660,Apartment,1495,3,1100,1.5,0.0,0.0
2233,460476,Calgary,Mayland Heights,51.059883,-114.022093,/ab/calgary/rentals/basement/2-bedrooms/mayland-heights/pet-friendly/460476,Basement,1250,2,850,1,0.0,2.0
2234,461883,Calgary,Mayland Heights,51.0567729,-114.0164751,/ab/calgary/rentals/house/3-bedrooms/mayland-heights/non-smoking/461883,House,2950,3,2000,1.5,0.0,0.0
2235,319938,Calgary,Mayland Heights,51.0597302,-114.0207045,/ab/calgary/rentals/basement/2-bedrooms/mayland-heights/non-smoking/319938,Basement,1200,2,900,1,0.0,0.0
2236,510509,Calgary,Mayland Heights,51.061319,-114.011084,/ab/calgary/rentals/shared/1-bedroom/mayland-heights/furnished/510509,Room For Rent,900,1,,1,0.0,0.0
2237,481988,Calgary,McKenzie Lake,50.9203735,-113.9805943,/ab/calgary/rentals/house/4-bedrooms/mckenzie-lake/pet-friendly/481988,House,2950,4+den,1860,2,2.0,2.0
2238,522557,Calgary,McKenzie Lake,50.906015324377,-113.981458320655,/ab/calgary/rentals/shared/2-bedrooms/mckenzie-lake/furnished/522557,Room For Rent,530,2,,1,0.0,0.0
2239,557326,Calgary,McKenzie Lake,50.93004,-113.9794216,/ab/calgary/rentals/shared/5-bedrooms/mckenzie-lake/furnished/557326,Room For Rent,700,5,,3,0.0,0.0
2240,381396,Calgary,McKenzie Lake,50.9251804,-113.9774376,/ab/calgary/rentals/shared/1-bedroom/mckenzie-lake/furnished/381396,Room For Rent,1100,1,1600,2.5,0.0,0.0
2241,442791,Calgary,McKenzie Lake,50.9104816,-113.9858139,/ab/calgary/rentals/house/4-bedrooms/mckenzie-lake/non-smoking/442791,House,3000,4,1357+1238,3,0.0,0.0
2242,516719,Calgary,McKenzie Lake,50.92069015744,-113.978400192065,/ab/calgary/rentals/main-floor/3-bedrooms/mckenzie-lake/pet-friendly/516719,Main Floor,2095,3,1050,1,0.0,2.0
2243,433855,Calgary,McKenzie Lake,50.9215756,-113.9790613,/ab/calgary/rentals/main-floor/2-bedrooms/mckenzie-lake/non-smoking/433855,Main Floor,1690,2,1200,1,0.0,0.0
2244,558468,Calgary,Mckenzie Towne,50.9041625,-113.9708213,/ab/calgary/rentals/townhouse/3-bedrooms/mckenzie-towne/furnished/558468,Townhouse,2600,3,1109,1.5,0.0,0.0
2245,559983,Calgary,Mckenzie Towne,50.920025,-113.9643654,/ab/calgary/rentals/house/3-bedrooms/mckenzie-towne/pet-friendly/559983,House,2550,3,approx. 1800 sq. ft living space,1.5,0.0,2.0
2246,418395,Calgary,Mckenzie Towne,50.9272887,-113.9624632,/ab/calgary/rentals/shared/1-bedroom/mckenzie-towne/furnished/418395,Room For Rent,780,1,1200,2,0.0,0.0
2247,554671,Calgary,Mckenzie Towne,50.9282553,-113.9624493,/ab/calgary/rentals/condo/2-bedrooms/mckenzie-towne/pet-friendly/554671,Condo Unit,2150,2,,2,2.0,0.0
2248,532619,Calgary,Mckenzie Towne,50.9103393,-113.9550253,/ab/calgary/rentals/house/3-bedrooms/mckenzie-towne/pet-friendly/532619,House,2900,3,2200,2.5,0.0,2.0
2249,532093,Calgary,Mckenzie Towne,50.9131525,-113.9546011,/ab/calgary/rentals/townhouse/2-bedrooms/mckenzie-towne/pet-friendly/532093,Townhouse,2200,2,,2,2.0,2.0
2250,339546,Calgary,Mckenzie Towne,50.9114969,-113.9723001,/ab/calgary/rentals/main-floor/3-bedrooms/mckenzie-towne/non-smoking/339546,Main Floor,2250,3,1268,2,0.0,0.0
2251,457461,Calgary,Mckenzie Towne,50.9147164,-113.9699849,/ab/calgary/rentals/apartment/1-bedroom/mckenzie-towne/non-smoking/457461,Apartment,1650,1+den,680,1,0.0,0.0
2252,292451,Calgary,Mckenzie Towne,50.9252627,-113.9679071,/ab/calgary/rentals/shared/1-bedroom/mckenzie-towne/furnished/292451,Room For Rent,900,1,2200,2.5,0.0,0.0
2253,543678,Calgary,Mckenzie Towne,50.9119809,-113.9563754,/ab/calgary/rentals/townhouse/2-bedrooms/mckenzie-towne/non-smoking/543678,Townhouse,1950,2,822,1,0.0,0.0
2254,547010,Calgary,Mckenzie Towne,50.9215566,-113.9696709,/ab/calgary/rentals/main-floor/3-bedrooms/mckenzie-towne/pet-friendly/547010,Main Floor,2250,3,1450,2,2.0,2.0
2255,481656,Calgary,Mckenzie Towne,50.904475,-113.9708616,/ab/calgary/rentals/townhouse/2-bedrooms/mckenzie-towne/non-smoking/481656,Townhouse,2200,2,1105,2.5,0.0,0.0
2256,543684,Calgary,Mckenzie Towne,50.923982,-113.970176,/ab/calgary/rentals/loft/1-bedroom/mckenzie-towne/pet-friendly/543684,Loft,1600,1,,1,0.0,2.0
2257,556730,Calgary,Mckenzie Towne,50.9067582,-113.9622849,/ab/calgary/rentals/condo/1-bedroom/mckenzie-towne/pet-friendly/556730,Condo Unit,2025,1,765,1,0.0,2.0
2258,98637,Calgary,McKenzie Towne,50.923832,-113.970542,/ab/calgary/rentals/house/3-bedrooms/mckenzie-towne/pet-friendly/98637,House,2750,3,2000,2.5,0.0,2.0
2259,525704,Calgary,Mckenzie Towne,50.9043961,-113.9631416,/ab/calgary/rentals/house/3-bedrooms/mckenzie-towne/furnished/525704,House,2950,3,1550,2.5,0.0,0.0
2260,554434,Calgary,Mckenzie Towne,50.9105732,-113.9527025,/ab/calgary/rentals/duplex/3-bedrooms/mckenzie-towne/non-smoking/554434,Duplex,2475,3,1116,3,0.0,0.0
2261,122445,Calgary,Mckenzie Towne,50.9235079,-113.9698848,/ab/calgary/rentals/condo/1-bedroom/mckenzie-towne/pet-friendly/122445,Condo Unit,2800,1,650,1,2.0,2.0
2262,37578,Calgary,McKenzie Towne,50.9207531,-113.967414,/ab/calgary/rentals/loft/studio/mckenzie-towne/pet-friendly/37578,Loft,1400,studio,580,1,2.0,2.0
2263,531082,Calgary,Mckenzie Towne,50.9235014,-113.9673071,/ab/calgary/rentals/condo/3-bedrooms/mckenzie-towne/non-smoking/531082,Condo Unit,2700,3,1800,4,0.0,0.0
2264,79644,Calgary,Mckenzie Towne,50.9146338,-113.9597573,/ab/calgary/rentals/townhouse/3-bedrooms/mckenzie-towne/pet-friendly/79644,Townhouse,2295,3+den,Approx 1400,1.5,2.0,2.0
2265,133776,Calgary,Mckenzie Towne,50.9067796,-113.9542253,/ab/calgary/rentals/shared/1-bedroom/mckenzie-towne/non-smoking/133776,Room For Rent,950,1,400,1,0.0,0.0
2266,558096,Calgary,Mckenzie Towne,50.9150726,-113.9627883,/ab/calgary/rentals/condo/2-bedrooms/mckenzie-towne/non-smoking/558096,Condo Unit,2250,2,953,2,0.0,0.0
2267,479771,Calgary,Mckenzie Towne,50.910978,-113.9562109,/ab/calgary/rentals/townhouse/3-bedrooms/mckenzie-towne/pet-friendly/479771,Townhouse,2300,3,1200,2.5,2.0,0.0
2268,111061,Calgary,Mckenzie Towne,50.906303,-113.969804,/ab/calgary/rentals/apartment/1-bedroom/mckenzie-towne/non-smoking/111061,Apartment,1750,1,530,1,0.0,0.0
2269,558267,Calgary,Mckenzie Towne,50.9239769,-113.9708279,/ab/calgary/rentals/house/1-bedroom/mckenzie-towne/pet-friendly/558267,House,1500,1,,1,2.0,2.0
2270,105321,Calgary,Mckenzie Towne,50.9141296,-113.9696252,/ab/calgary/rentals/townhouse/3-bedrooms/mckenzie-towne/pet-friendly/105321,Townhouse,3500,3+den,1900,3.5,0.0,2.0
2271,548391,Calgary,Mckenzie Towne,50.9152803,-113.9620636,/ab/calgary/rentals/condo/1-bedroom/mckenzie-towne/non-smoking/548391,Condo Unit,,1+den,960,1,0.0,0.0
2272,549183,Calgary,Meadowlark Park,50.9937375,-114.0769891,/ab/calgary/rentals/apartment/1-bedroom/meadowlark-park/pet-friendly/549183,Apartment,1605,studio,318,1,2.0,2.0
2273,328916,Calgary,Meadowlark Park,51.0016178,-114.0768808,/ab/calgary/rentals/apartment/1-bedroom/meadowlark-park/pet-friendly/328916,Apartment,1650,1,639,1,2.0,2.0
2274,554169,Calgary,Midnapore,50.9078667,-114.0492521,/ab/calgary/rentals/main-floor/3-bedrooms/midnapore/pet-friendly/554169,Main Floor,1949,3,,1,2.0,2.0
2275,558246,Calgary,Midnapore,50.9146282,-114.0471069,/ab/calgary/rentals/duplex/4-bedrooms/midnapore/non-smoking/558246,Duplex,2375,4,2300,2,0.0,0.0
2276,74517,Calgary,Midnapore,50.9142253,-114.0475979,/ab/calgary/rentals/house/3-bedrooms/midnapore/non-smoking/74517,House,2400,3,1200 main plus 1200 finished basement,1.5,0.0,0.0
2277,554659,Calgary,Midnapore,50.9167495,-114.0598685,/ab/calgary/rentals/duplex/4-bedrooms/midnapore/pet-friendly/554659,Duplex,2250,4+den,1062,1.5,2.0,2.0
2278,122691,Calgary,Midnapore,50.9163,-114.066684,/ab/calgary/rentals/condo/1-bedroom/midnapore/non-smoking/122691,Condo Unit,1695,1+den,,1,0.0,0.0
2279,559143,Calgary,Midnapore,50.9119747,-114.0612963,/ab/calgary/rentals/duplex/3-bedrooms/midnapore/pet-friendly/559143,Duplex,2499,3,1450,2.5,2.0,0.0
2280,556907,Calgary,Midnapore,50.9165656,-114.046525,/ab/calgary/rentals/condo/2-bedrooms/midnapore/non-smoking/556907,Condo Unit,2000,2,950,1,0.0,0.0
2281,42913,Calgary,Midnapore,50.9177303,-114.063561,/ab/calgary/rentals/house/3-bedrooms/midnapore/non-smoking/42913,House,2400,3+den,1050 plus full Basement development,2,0.0,0.0
2282,558027,Calgary,Midnapore,50.9116345,-114.0600301,/ab/calgary/rentals/townhouse/3-bedrooms/midnapore/pet-friendly/558027,Townhouse,2350,3,1060,1.5,2.0,2.0
2283,403871,Calgary,Midnapore,50.9204083,-114.0680091,/ab/calgary/rentals/apartment/2-bedrooms/midnapore/non-smoking/403871,Apartment,1995,2,,1.5,0.0,0.0
2284,454120,Calgary,Midnapore,50.9193886,-114.0644774,/ab/calgary/rentals/basement/2-bedrooms/midnapore/non-smoking/454120,Basement,1650,2,800,1,0.0,0.0
2285,536709,Calgary,Midnapore,50.9184423,-114.0593062,/ab/calgary/rentals/basement/studio/midnapore/non-smoking/536709,Basement,1200,studio,,1,0.0,0.0
2286,547582,Calgary,Midnapore,50.9161635,-114.066684,/ab/calgary/rentals/condo/1-bedroom/midnapore/pet-friendly/547582,Condo Unit,1900,1,600,1,2.0,2.0
2287,558877,Calgary,Millrise,50.9162169,-114.0719134,/ab/calgary/rentals/condo/1-bedroom/millrise/pet-friendly/558877,Condo Unit,1950,1,603,1,2.0,2.0
2288,556799,Calgary,Millrise,50.9159378,-114.0928912,/ab/calgary/rentals/house/5-bedrooms/millrise/furnished/556799,House,3100,5,1846,3.5,0.0,0.0
2289,90998,Calgary,Millrise,50.91897,-114.08726,/ab/calgary/rentals/main-floor/3-bedrooms/millrise/pet-friendly/90998,Main Floor,2600,3,1880,2.5,2.0,2.0
2290,554873,Calgary,Millrise,50.9149273,-114.0929219,/ab/calgary/rentals/shared/1-bedroom/millrise/554873,Room For Rent,800,1,1100,1.5,0.0,0.0
2291,539986,Calgary,Millrise,50.9180198,-114.0737019,/ab/calgary/rentals/basement/1-bedroom/millrise/short-term/539986,Basement,1250,1+den,593,1,0.0,0.0
2292,491097,Calgary,Millrise,50.916330178742,-114.071955154492,/ab/calgary/rentals/condo/2-bedrooms/millrise/non-smoking/491097,Condo Unit,2400,2,870,2,0.0,0.0
2293,485751,Calgary,Millrise,50.9164178,-114.0735465,/ab/calgary/rentals/condo/1-bedroom/millrise/non-smoking/485751,Condo Unit,1900,1,615.37,1,0.0,0.0
2294,512046,Calgary,Millrise,50.9164096,-114.0735448,/ab/calgary/rentals/condo/2-bedrooms/millrise/pet-friendly/512046,Condo Unit,2050,2,775,1,2.0,2.0
2295,557752,Calgary,Millrise,50.9164096,-114.0735448,/ab/calgary/rentals/apartment/1-bedroom/millrise/short-term/557752,Apartment,2200,1,500,1,0.0,0.0
2296,543280,Calgary,Mission,51.0363931,-114.0697133,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/543280,Apartment,2000,1,611,1,2.0,2.0
2297,468621,Calgary,Mission,51.037113807396,-114.07096975278,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/468621,Apartment,1675,1,630,1,2.0,2.0
2298,343046,Calgary,Mission,51.029764,-114.065254,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/343046,Apartment,1880,1,1024,1,2.0,2.0
2299,510226,Calgary,Mission,51.030971106775,-114.07101125938,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/510226,Apartment,1990,1,557,1,2.0,2.0
2300,78120,Calgary,Mission,51.029722,-114.064659,/ab/calgary/rentals/apartment/2-bedrooms/mission/pet-friendly/78120,Apartment,1996,2,1089,1,2.0,2.0
2301,535779,Calgary,Mission,51.0371998,-114.0641308,/ab/calgary/rentals/condo/1-bedroom/mission/pet-friendly/535779,Condo Unit,2700,1,650,1,2.0,2.0
2302,322559,Calgary,Mission,51.0334762578,-114.069204139286,/ab/calgary/rentals/apartment/2-bedrooms/mission/non-smoking/322559,Apartment,1800,2,750,1,0.0,0.0
2303,509721,Calgary,Mission,51.0320884,-114.0656032,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/509721,Apartment,1495,1,500,1,2.0,0.0
2304,306892,Calgary,Mission,51.03354616612,-114.069112571411,/ab/calgary/rentals/apartment/1-bedroom/mission/non-smoking/306892,Apartment,1600,1,450,1,0.0,0.0
2305,405957,Calgary,Mission,51.0301756,-114.0653515,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/405957,Apartment,1966,1,575,1,2.0,2.0
2306,557730,Calgary,Mission,51.0311422,-114.0656781,/ab/calgary/rentals/condo/1-bedroom/mission/non-smoking/557730,Condo Unit,1800,1,,1,0.0,0.0
2307,558848,Calgary,Mission,51.0335784,-114.0695733,/ab/calgary/rentals/condo/1-bedroom/mission/pet-friendly/558848,Condo Unit,1950,1,520,1,0.0,2.0
2308,453880,Calgary,Mission,51.0376633,-114.0631462,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/453880,Apartment,1774,1,513,1,2.0,2.0
2309,417043,Calgary,Mission,51.037263,-114.0647989,/ab/calgary/rentals/condo/1-bedroom/mission/pet-friendly/417043,Condo Unit,2200,1+den,734,1,2.0,2.0
2310,512430,Calgary,Mission,51.0358663,-114.0737512,/ab/calgary/rentals/apartment/1-bedroom/mission/non-smoking/512430,Apartment,1475,1,,1,0.0,0.0
2311,559341,Calgary,Mission,51.0358894,-114.0720141,/ab/calgary/rentals/condo/1-bedroom/mission/furnished/559341,Condo Unit,2800,1,,1,0.0,0.0
2312,358676,Calgary,Mission,51.0304801,-114.0645232,/ab/calgary/rentals/condo/2-bedrooms/mission/non-smoking/358676,Condo Unit,3250,2,1200,2,0.0,0.0
2313,453881,Calgary,Mission,51.0292343,-114.0649091,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/453881,Apartment,1699,1,1870,1,2.0,2.0
2314,558575,Calgary,Mission,51.0340272,-114.068306,/ab/calgary/rentals/condo/1-bedroom/mission/non-smoking/558575,Condo Unit,1800,1,636,1,0.0,0.0
2315,541366,Calgary,Mission,51.0299082,-114.0706034,/ab/calgary/rentals/condo/2-bedrooms/mission/furnished/541366,Condo Unit,4350,2,1228,2,0.0,0.0
2316,357211,Calgary,Mission,51.036885,-114.069047,/ab/calgary/rentals/condo/2-bedrooms/mission/non-smoking/357211,Condo Unit,2615,2,850,2,0.0,0.0
2317,130197,Calgary,Mission,51.034825,-114.072542,/ab/calgary/rentals/apartment/1-bedroom/mission/furnished/130197,Apartment,1850,1,,1,0.0,0.0
2318,470948,Calgary,Mission,51.0370303,-114.0698419,/ab/calgary/rentals/condo/1-bedroom/mission/short-term/470948,Condo Unit,2350,1,570,1,0.0,0.0
2319,453889,Calgary,Mission,51.0297566,-114.0660819,/ab/calgary/rentals/apartment/2-bedrooms/mission/non-smoking/453889,Apartment,1775,2,901,1,0.0,0.0
2320,460064,Calgary,Mission,51.0344478,-114.0703561,/ab/calgary/rentals/condo/1-bedroom/mission/non-smoking/460064,Condo Unit,1850,1,676,1,0.0,0.0
2321,329316,Calgary,Mission,51.0331655,-114.0709562,/ab/calgary/rentals/condo/1-bedroom/mission/furnished/329316,Condo Unit,2100,1,675 sq ft,1,0.0,0.0
2322,144857,Calgary,Mission,51.0312156,-114.0656424,/ab/calgary/rentals/condo/1-bedroom/mission/non-smoking/144857,Condo Unit,1600,1,530,1,0.0,0.0
2323,317811,Calgary,Mission,51.035842173417,-114.072024828836,/ab/calgary/rentals/condo/1-bedroom/mission/pet-friendly/317811,Condo Unit,1800,1,575,1,2.0,2.0
2324,300434,Calgary,Mission,51.0324849,-114.0650836,/ab/calgary/rentals/condo/1-bedroom/mission/pet-friendly/300434,Condo Unit,2375,1,700,1,2.0,2.0
2325,559315,Calgary,Mission,51.031263,-114.06982,/ab/calgary/rentals/condo/1-bedroom/mission/non-smoking/559315,Condo Unit,2000,1,700,1,0.0,0.0
2326,511010,Calgary,Mission,51.0345714,-114.0696803,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/511010,Apartment,1695,1,500,1,2.0,0.0
2327,558953,Calgary,Mission,51.0350752,-114.0702449,/ab/calgary/rentals/condo/2-bedrooms/mission/pet-friendly/558953,Condo Unit,3200,2+den,998,2,2.0,2.0
2328,487805,Calgary,Mission,51.0369434,-114.068957,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/487805,Apartment,1950,1,621,1,2.0,2.0
2329,302422,Calgary,Mission,51.0315778,-114.0657629,/ab/calgary/rentals/condo/1-bedroom/mission/pet-friendly/302422,Condo Unit,1800,1,600,1,2.0,2.0
2330,542093,Calgary,Mission,51.0311141,-114.0654671,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/542093,Apartment,1825,1,,1,2.0,2.0
2331,481018,Calgary,Mission,51.0308179,-114.070764,/ab/calgary/rentals/apartment/1-bedroom/mission/non-smoking/481018,Apartment,1450,1,700,1,0.0,0.0
2332,527779,Calgary,Mission,51.0358262,-114.0719736,/ab/calgary/rentals/condo/1-bedroom/mission/furnished/527779,Condo Unit,2295,1,550,1,0.0,0.0
2333,481173,Calgary,Mission,51.0303327,-114.0681377,/ab/calgary/rentals/condo/3-bedrooms/mission/furnished/481173,Condo Unit,3100,3,1114,2,0.0,0.0
2334,397195,Calgary,Mission,51.03596,-114.0689658,/ab/calgary/rentals/condo/2-bedrooms/mission/furnished/397195,Condo Unit,2850,2,1000,2,0.0,0.0
2335,91277,Calgary,Mission,51.0367603,-114.0730631,/ab/calgary/rentals/apartment/1-bedroom/mission/non-smoking/91277,Apartment,,1,500,1,0.0,0.0
2336,439597,Calgary,Mission,51.0327199,-114.0706328,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/439597,Apartment,,studio,380,1,2.0,2.0
2337,550584,Calgary,Monterey Park,51.0882806,-113.9271944,/ab/calgary/rentals/shared/1-bedroom/monterey-park/non-smoking/550584,Room For Rent,1100,1+den,,1,0.0,0.0
2338,359094,Calgary,Monterey Park,51.0906361,-113.931236,/ab/calgary/rentals/basement/2-bedrooms/monterey-park/non-smoking/359094,Basement,2300,2,1100,1,0.0,0.0
2339,109268,Calgary,Monterey Park,51.08142,-113.92968,/ab/calgary/rentals/basement/2-bedrooms/monterey-park/non-smoking/109268,Basement,1450,2,1000,1,0.0,0.0
2340,558214,Calgary,Monterey Park,51.0854701,-113.9256315,/ab/calgary/rentals/house/3-bedrooms/monterey-park/non-smoking/558214,House,2400,3,1200,1.5,0.0,0.0
2341,558240,Calgary,Monterey Park,51.0882806,-113.9271944,/ab/calgary/rentals/basement/2-bedrooms/monterey-park/pet-friendly/558240,Basement,1650,2,,1,2.0,2.0
2342,344896,Calgary,Monterey Park,51.075213,-113.9232703,/ab/calgary/rentals/house/3-bedrooms/monterey-park/pet-friendly/344896,House,3400,3+den,,2.5,2.0,2.0
2343,70758,Calgary,Monterey Park,51.0404951,-113.9350395,/ab/calgary/rentals/condo/2-bedrooms/monterey-park/non-smoking/70758,Condo Unit,1995,2,970,2,0.0,0.0
2344,553372,Calgary,Monterey Park,51.0717594,-113.9338935,/ab/calgary/rentals/condo/2-bedrooms/monterey-park/non-smoking/553372,Condo Unit,2000,2,860,1,0.0,0.0
2345,558903,Calgary,Monterey Park,51.0831999,-113.9319107,/ab/calgary/rentals/main-floor/3-bedrooms/monterey-park/non-smoking/558903,Main Floor,2100,3,,1,0.0,0.0
2346,559821,Calgary,Montgomery,51.0762938,-114.1622969,/ab/calgary/rentals/main-floor/3-bedrooms/montgomery/non-smoking/559821,Main Floor,2300,3,1050,1,0.0,0.0
2347,537324,Calgary,Montgomery,51.0740663,-114.1628502,/ab/calgary/rentals/townhouse/3-bedrooms/montgomery/non-smoking/537324,Townhouse,3100,3,1771,3.5,0.0,0.0
2348,476539,Calgary,Montgomery,51.0699978,-114.1584341,/ab/calgary/rentals/house/3-bedrooms/montgomery/pet-friendly/476539,House,3000,3,1500 ft2 (+ basement),3.5,2.0,2.0
2349,556863,Calgary,Montgomery,51.0804734,-114.1607977,/ab/calgary/rentals/shared/1-bedroom/montgomery/short-term/556863,Room For Rent,700,1,,1,0.0,0.0
2350,557671,Calgary,Montgomery,51.0727838,-114.1620608,/ab/calgary/rentals/townhouse/3-bedrooms/montgomery/pet-friendly/557671,Townhouse,3000,3,1400,3.5,0.0,2.0
2351,558196,Calgary,Montgomery,51.0710778,-114.1589208,/ab/calgary/rentals/condo/2-bedrooms/montgomery/pet-friendly/558196,Condo Unit,1950,2,684,1,2.0,2.0
2352,550073,Calgary,Montgomery,51.0708704,-114.1600807,/ab/calgary/rentals/condo/2-bedrooms/montgomery/non-smoking/550073,Condo Unit,2400,2,,2,0.0,0.0
2353,553523,Calgary,Montgomery,51.0708156,-114.1634828,/ab/calgary/rentals/basement/1-bedroom/montgomery/non-smoking/553523,Basement,1300,1+den,650,1,0.0,0.0
2354,375233,Calgary,Montgomery,51.0713864,-114.1594086,/ab/calgary/rentals/condo/2-bedrooms/montgomery/non-smoking/375233,Condo Unit,2200,2,919,2,0.0,0.0
2355,337118,Calgary,Montgomery,51.0782997,-114.1596299,/ab/calgary/rentals/shared/1-bedroom/montgomery/furnished/337118,Room For Rent,750,1,2000,3.5,0.0,0.0
2356,504688,Calgary,Montgomery,51.0685853,-114.1548715,/ab/calgary/rentals/apartment/3-bedrooms/montgomery/non-smoking/504688,Apartment,2100,3,1150,1,0.0,0.0
2357,134082,Calgary,Montgomery,51.067763,-114.153615,/ab/calgary/rentals/duplex/3-bedrooms/montgomery/pet-friendly/134082,Duplex,2450,3,1500,2.5,2.0,0.0
2358,554778,Calgary,Mount Pleasant,51.0722225,-114.0644685,/ab/calgary/rentals/main-floor/2-bedrooms/mount-pleasant/non-smoking/554778,Main Floor,1800,2,941,1,0.0,0.0
2359,530966,Calgary,Mount Pleasant,51.0716294,-114.0809397,/ab/calgary/rentals/house/4-bedrooms/mount-pleasant/pet-friendly/530966,House,6500,4+den,2300,3.5,0.0,2.0
2360,557526,Calgary,Mount Pleasant,51.0737989,-114.0767252,/ab/calgary/rentals/main-floor/3-bedrooms/mount-pleasant/pet-friendly/557526,Main Floor,2250,3,1086,2,2.0,2.0
2361,516539,Calgary,Mount Pleasant,51.0680623,-114.0785276,/ab/calgary/rentals/house/2-bedrooms/mount-pleasant/furnished/516539,House,3100,2+den,830,1,0.0,0.0
2362,524600,Calgary,Mount Pleasant,51.0799013,-114.073303,/ab/calgary/rentals/house/3-bedrooms/mount-pleasant/pet-friendly/524600,House,3500,3,1200,2,2.0,2.0
2363,383139,Calgary,Mount Pleasant,51.068700904818,-114.064363914413,/ab/calgary/rentals/basement/1-bedroom/mount-pleasant/furnished/383139,Basement,1695,1,735,1,0.0,0.0
2364,118822,Calgary,Mount Pleasant,51.0796293,-114.0715377,/ab/calgary/rentals/basement/1-bedroom/mount-pleasant/non-smoking/118822,Basement,1250,1,650 approx,1,0.0,0.0
2365,404606,Calgary,Mount Pleasant,51.0740894,-114.0761349,/ab/calgary/rentals/basement/2-bedrooms/mount-pleasant/pet-friendly/404606,Basement,1895,2,850,1,2.0,2.0
2366,512930,Calgary,Mount Pleasant,51.078034,-114.077607,/ab/calgary/rentals/main-floor/2-bedrooms/mount-pleasant/non-smoking/512930,Main Floor,1900,2,975,1,0.0,0.0
2367,347131,Calgary,Mount Pleasant,51.067664,-114.074466,/ab/calgary/rentals/apartment/1-bedroom/mount-pleasant/pet-friendly/347131,Apartment,1900,1,605,1.5,2.0,2.0
